param1,numerical,0,0.5,1
param2,numerical,0,0.5,1
param3,numerical,0,0.5,1
param4,numerical,0,0.5,1
param5,numerical,0,0.5,1
param6,numerical,0,0.5,1
param7,numerical,0,0.5,1
param8,numerical,0,0.5,1
param9,numerical,0,0.5,1
param10,numerical,0,0.5,1
param11,numerical,0,0.5,1
param12,numerical,0,0.5,1
param13,numerical,0,0.5,1
param14,numerical,0,0.5,1
param15,numerical,0,0.5,1
param16,numerical,0,0.5,1
param17,numerical,0,0.5,1
param18,numerical,0,0.5,1
param19,numerical,0,0.5,1
param20,numerical,0,0.5,1
param21,numerical,0,0.5,1
param22,numerical,0,0.5,1
param23,numerical,0,0.5,1
param24,numerical,0,0.5,1
param25,numerical,0,0.5,1
param26,numerical,0,0.5,1
param27,numerical,0,0.5,1
param28,numerical,0,0.5,1
param29,numerical,0,0.5,1
param30,numerical,0,0.5,1
param31,numerical,0,0.5,1
param32,numerical,0,0.5,1
param33,numerical,0,0.5,1
